location,location2,Reference,SpeciesA_db,SpeciesA_query,SpeciesA_Family,SpeciesA_Class,SpeciesA_Order,SpeciesA_Kingdom,SpeciesB_db,SpeciesB_query,SpeciesB_Family,SpeciesB_Class,SpeciesB_Order,SpeciesB_Kingdom,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-634",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Schefflera actinophylla,Araliaceae,NA,Apiales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-635",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Syzygium cormiflorum,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-636",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Banksia integrifolia,Proteaceae,NA,Proteales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-637",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Schefflera actinophylla,Araliaceae,NA,Apiales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-638",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Syzygium cormiflorum,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-639",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Syzygium tierneyanum,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-640",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Syzygium gustavoides,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-641",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Stenocaprus sinuatus,NA,NA,NA,NA,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-642",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Syzygium cormiflorum,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-643",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Callistemon viminalis,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-644",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Castanospermum australe,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-645",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Syzygium kuranda,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-646",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Xanthostemon chrysanthus,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-647",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Freycinetia excelsa/scandens,NA,NA,NA,NA,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-648",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Musa,Musaceae,Liliopsida,Zingiberales,Viridiplantae,,,,,,
"Atherton Tablelands, Queensland",,"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-649",ncbi,Syconycteris australis,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Schefflera actinophylla,Araliaceae,NA,Apiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Acacia auriculiformis,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Adenia microphylla,Passifloraceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Adinandra dumosa,Pentaphylacaceae,NA,Ericales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Alangium nobile,Cornaceae,NA,Cornales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Alangium ridleyi,Cornaceae,NA,Cornales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Albizia splendens,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Alseodaphne,Lauraceae,NA,Laurales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Alstonia angustiloba,Apocynaceae,NA,Gentianales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Anadendrum,Araceae,Liliopsida,Alismatales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Anisophyllea disticha,Anisophylleaceae,NA,Cucurbitales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Antidesma coriaceum,Phyllanthaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Aporusa benthamiana,Phyllanthaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Aporusa fructescens,Phyllanthaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Aquilaria malaccensis,Thymelaeaceae,NA,Malvales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Archidendron clypearia,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Ardisia colorata,Primulaceae,NA,Ericales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Areca catechu,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Aromadendron elegans,NA,NA,NA,NA,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Artabotrys suaveolens,Annonaceae,NA,Magnoliales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Arthrophyllum diversifolium,Araliaceae,NA,Apiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Artocarpus elasticus,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Artocarpus heterophyllus,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Artocarpus integer,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Artocarpus lanceifolius,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Artocarpus rigidus,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Averrhoa carambola,Oxalidaceae,NA,Oxalidales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Baccaurea kunstleri,Phyllanthaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Baccaurea parviflora,Phyllanthaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Bambusa ridleyi,NA,NA,NA,NA,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Bauhinia sembifida,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Bhesa paniculata,Centroplacaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Blumeodendron tokbrai,Euphorbiaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Buchanania sessifolia,NA,NA,NA,NA,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Calamus oxleyanus,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Calophyllum ferrugineum,Calophyllaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Calophyllum pulcherrimum,Calophyllaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Calophyllum tetrapterum,Calophyllaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Campnosperma auriculatum,Anacardiaceae,NA,Sapindales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Canarium pilosum,Burseraceae,NA,Sapindales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Canthium confertum,Rubiaceae,NA,Gentianales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Carica papaya,Caricaceae,NA,Brassicales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Castanopsis lucida,Fagaceae,NA,Fagales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Castanopis wallichii,Fagaceae,NA,Fagales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Chrysophyllum lanceolatum,Sapotaceae,NA,Ericales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Cissus hastata,Vitaceae,NA,Vitales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Clerodendrum laevifolium,Lamiaceae,NA,Lamiales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Clidemia hirta,Melastomataceae,NA,Myrtales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Combretum sundaicum,Combretaceae,NA,Myrtales,Viridiplantae,,,,,,
"Bukit Timah Nature Reserve, Singapore",,Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. ,ncbi,Macaca fascicularis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Connarus ,Connaraceae,NA,Oxalidales,Viridiplantae,,,,,,
