sourceTaxonId	sourceTaxonName	interactionTypeId	InteractionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Macaca radiata	RO:0002470	eats		Manilkara hexandra		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Macaca radiata	RO:0002470	eats		Drypetes sepiaria		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Macaca radiata	RO:0002470	eats		Ficus benghalensis		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Macaca radiata	RO:0002470	eats		Prosopis chilensis		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Cassia fistula		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Zizyphus oenoplia		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Manilkara hexandra		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Zyzygium cumini		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Phoenix farinifera 		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Cordia dichotoma		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Memecylon umbellatum		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Ficus benghalensis		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Ficus microcarpa		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Anacardium occidentale		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Calamus rotang		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Morinda tinctoria		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Canis aureus	RO:0002470	eats		Guazuma ulmifolia		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Viverricula indica	RO:0002470	eats		Zizyphus oenoplia		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Viverricula indica	RO:0002470	eats		Manilkara hexandra		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Viverricula indica	RO:0002470	eats		Cordia dichotoma		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Viverricula indica	RO:0002470	eats		Diospyros ferrea		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Viverricula indica	RO:0002470	eats		Grewia rhamnifolia		"Shirarikota, India"					"David, P. Manakadan, R. & Ganesh, T. Frugivory and seed dispersal by birds and mammals in the coasta tropical dry evergreen forests of southern India: A review. Tropical Ecology 56(1): 41-28"
	Presbytis rubicunda	RO:0002470	eats		Anthocephalus chinensis		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Presbytis rubicunda	RO:0002470	eats		Carallia borneensis		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Presbytis rubicunda	RO:0002470	eats		Chisocheton beccariana		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Presbytis rubicunda	RO:0002470	eats		Dalbergia parviflora		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Presbytis rubicunda	RO:0002470	eats		Hortsia palembanica		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Presbytis rubicunda	RO:0002470	eats		Litesa grandis		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Presbytis rubicunda	RO:0002470	eats		Paranephelium nitiduum		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Presbytis rubicunda	RO:0002470	eats		Phanera excelsa		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Presbytis rubicunda	RO:0002470	eats		Xerospermum intermedium		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Presbytis rubicunda	RO:0002470	eats		Zizyphus horsfieldiana		"Sepilok Virgin Jungle Reserve, Borneo"				10.1007/BF02547577	"Davies, G. 1991. Seed Eating by Read Leaf Monkeys (Presbytis rubicunda) in Diterocarp Forest of Northern Borneo)"
	Colobus polykomos	RO:0002470	eats		Combretum sp.		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Colobus polykomos	RO:0002470	eats		Hannoa klaineana		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Colobus polykomos	RO:0002470	eats		Manniophyton fulvum		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Colobus polykomos	RO:0002470	eats		Pycnanthus angolensis		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Colobus polykomos	RO:0002470	eats		Samanea dinklagei		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Colobus polykomos	RO:0002470	eats		Strychnos sp.		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Cynopterus brachyotis	RO:0002470	eats		Adinandra dumosa		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus badius	RO:0002470	eats		Amphimas pterocarpoides		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus badius	RO:0002470	eats		Combretum sp.		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus badius	RO:0002470	eats		Detarium senegalense 		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus badius	RO:0002470	eats		Ficus		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus badius	RO:0002470	eats		Funtumia africana		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus badius	RO:0002470	eats		Hannoa klaineana		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus badius	RO:0002470	eats		Pentaclethra macrophylla		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus badius	RO:0002470	eats		Piptadeniastrum africanum		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus badius	RO:0002470	eats		Plagiosiphon emarginatus		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus verus	RO:0002470	eats		Albizia zygia		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus verus	RO:0002470	eats		Amphimas pterocarpoides		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus verus	RO:0002470	eats		Erythrophleum ivorense		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus verus	RO:0002470	eats		Eugenia sp.		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus verus	RO:0002470	eats		Funtumia africana		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
	Procolobus verus	RO:0002470	eats		Millettia leonensis		"Tiwai Island within the Moa River, some 60 km from the coast. Sierra Leone"				10.1023/A:10205965	"Davies, G. daSilva G. 1999. Patterns of Frugivory in Three West African Colobine Monkeys.International Journal of Primatology, Vol 20. No. 3."
